Status,Path,Consensus / Baseline,Different Files,E:/Coding/Spyder Projects/XML-Editor/XMLs/game.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/game2.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/game4.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated.xml
Same as Baseline,/careerSavegame[1]/mod[132]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[133],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[133]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 6168e88e754484998623da9ad61c41da,,6168e88e754484998623da9ad61c41da,6168e88e754484998623da9ad61c41da,6168e88e754484998623da9ad61c41da,6168e88e754484998623da9ad61c41da,6168e88e754484998623da9ad61c41da
Same as Baseline,/careerSavegame[1]/mod[133]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_ManureCrane,,FS25_ManureCrane,FS25_ManureCrane,FS25_ManureCrane,FS25_ManureCrane,FS25_ManureCrane
Same as Baseline,/careerSavegame[1]/mod[133]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[133]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Manure Crane,,Manure Crane,Manure Crane,Manure Crane,Manure Crane,Manure Crane
Same as Baseline,/careerSavegame[1]/mod[133]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[134],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[134]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 51f9096799dd008e697d8a2e06d60643,,51f9096799dd008e697d8a2e06d60643,51f9096799dd008e697d8a2e06d60643,51f9096799dd008e697d8a2e06d60643,51f9096799dd008e697d8a2e06d60643,51f9096799dd008e697d8a2e06d60643
Same as Baseline,/careerSavegame[1]/mod[134]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: pdlc_nexatPack,,pdlc_nexatPack,pdlc_nexatPack,pdlc_nexatPack,pdlc_nexatPack,pdlc_nexatPack
Same as Baseline,/careerSavegame[1]/mod[134]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[134]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: NEXAT Pack,,NEXAT Pack,NEXAT Pack,NEXAT Pack,NEXAT Pack,NEXAT Pack
Same as Baseline,/careerSavegame[1]/mod[134]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.3.1.0,,1.3.1.0,1.3.1.0,1.3.1.0,1.3.1.0,1.3.1.0
Same as Baseline,/careerSavegame[1]/mod[135],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[135]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 91d288ee8d4cc340b8757ba11b016ea4,,91d288ee8d4cc340b8757ba11b016ea4,91d288ee8d4cc340b8757ba11b016ea4,91d288ee8d4cc340b8757ba11b016ea4,91d288ee8d4cc340b8757ba11b016ea4,91d288ee8d4cc340b8757ba11b016ea4
Same as Baseline,/careerSavegame[1]/mod[135]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_JohnDeere4020,,FS25_JohnDeere4020,FS25_JohnDeere4020,FS25_JohnDeere4020,FS25_JohnDeere4020,FS25_JohnDeere4020
Same as Baseline,/careerSavegame[1]/mod[135]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[135]/@title,"E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: John Deere 4020, 4010, 4000",,"John Deere 4020, 4010, 4000","John Deere 4020, 4010, 4000","John Deere 4020, 4010, 4000","John Deere 4020, 4010, 4000","John Deere 4020, 4010, 4000"
Same as Baseline,/careerSavegame[1]/mod[135]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[136],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[136]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: f6f58dbf7c54c44d15d9fe6e4e7e94a8,,f6f58dbf7c54c44d15d9fe6e4e7e94a8,f6f58dbf7c54c44d15d9fe6e4e7e94a8,f6f58dbf7c54c44d15d9fe6e4e7e94a8,f6f58dbf7c54c44d15d9fe6e4e7e94a8,f6f58dbf7c54c44d15d9fe6e4e7e94a8
Same as Baseline,/careerSavegame[1]/mod[136]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_claasLiner4900,,FS25_claasLiner4900,FS25_claasLiner4900,FS25_claasLiner4900,FS25_claasLiner4900,FS25_claasLiner4900
Same as Baseline,/careerSavegame[1]/mod[136]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[136]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: CLAAS Liner 4900,,CLAAS Liner 4900,CLAAS Liner 4900,CLAAS Liner 4900,CLAAS Liner 4900,CLAAS Liner 4900
Same as Baseline,/careerSavegame[1]/mod[136]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[137],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[137]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: ea2e6cd048e1efc588a7ff54c1a138e9,,ea2e6cd048e1efc588a7ff54c1a138e9,ea2e6cd048e1efc588a7ff54c1a138e9,ea2e6cd048e1efc588a7ff54c1a138e9,ea2e6cd048e1efc588a7ff54c1a138e9,ea2e6cd048e1efc588a7ff54c1a138e9
Same as Baseline,/careerSavegame[1]/mod[137]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_WoodStorage,,FS25_WoodStorage,FS25_WoodStorage,FS25_WoodStorage,FS25_WoodStorage,FS25_WoodStorage
Same as Baseline,/careerSavegame[1]/mod[137]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[137]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Mobile Wood Storage,,Mobile Wood Storage,Mobile Wood Storage,Mobile Wood Storage,Mobile Wood Storage,Mobile Wood Storage
Same as Baseline,/careerSavegame[1]/mod[137]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.1,,1.0.0.1,1.0.0.1,1.0.0.1,1.0.0.1,1.0.0.1
Same as Baseline,/careerSavegame[1]/mod[138],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[138]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 03e20489b6e8a098dd1598f056847096,,03e20489b6e8a098dd1598f056847096,03e20489b6e8a098dd1598f056847096,03e20489b6e8a098dd1598f056847096,03e20489b6e8a098dd1598f056847096,03e20489b6e8a098dd1598f056847096
Same as Baseline,/careerSavegame[1]/mod[138]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_BigBud_series_4,,FS25_BigBud_series_4,FS25_BigBud_series_4,FS25_BigBud_series_4,FS25_BigBud_series_4,FS25_BigBud_series_4
Same as Baseline,/careerSavegame[1]/mod[138]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[138]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: BigBud Series 4,,BigBud Series 4,BigBud Series 4,BigBud Series 4,BigBud Series 4,BigBud Series 4
Same as Baseline,/careerSavegame[1]/mod[138]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[139],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[139]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 4938796ea96f4b2fed56e907fc2caf12,,4938796ea96f4b2fed56e907fc2caf12,4938796ea96f4b2fed56e907fc2caf12,4938796ea96f4b2fed56e907fc2caf12,4938796ea96f4b2fed56e907fc2caf12,4938796ea96f4b2fed56e907fc2caf12
Same as Baseline,/careerSavegame[1]/mod[139]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_bometComa,,FS25_bometComa,FS25_bometComa,FS25_bometComa,FS25_bometComa,FS25_bometComa
Same as Baseline,/careerSavegame[1]/mod[139]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[139]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Bomet Coma,,Bomet Coma,Bomet Coma,Bomet Coma,Bomet Coma,Bomet Coma
Same as Baseline,/careerSavegame[1]/mod[139]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[140],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[140]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: a91616740596a0e9568882c79e98405f,,a91616740596a0e9568882c79e98405f,a91616740596a0e9568882c79e98405f,a91616740596a0e9568882c79e98405f,a91616740596a0e9568882c79e98405f,a91616740596a0e9568882c79e98405f
Same as Baseline,/careerSavegame[1]/mod[140]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_Fendt_Favorit600_LS_LSA,,FS25_Fendt_Favorit600_LS_LSA,FS25_Fendt_Favorit600_LS_LSA,FS25_Fendt_Favorit600_LS_LSA,FS25_Fendt_Favorit600_LS_LSA,FS25_Fendt_Favorit600_LS_LSA
Same as Baseline,/careerSavegame[1]/mod[140]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[140]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Fendt Favorit 600 LS/LSA,,Fendt Favorit 600 LS/LSA,Fendt Favorit 600 LS/LSA,Fendt Favorit 600 LS/LSA,Fendt Favorit 600 LS/LSA,Fendt Favorit 600 LS/LSA
Same as Baseline,/careerSavegame[1]/mod[140]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[141],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[141]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: c84b4ce210f505946f53aa3c37c3bfa3,,c84b4ce210f505946f53aa3c37c3bfa3,c84b4ce210f505946f53aa3c37c3bfa3,c84b4ce210f505946f53aa3c37c3bfa3,c84b4ce210f505946f53aa3c37c3bfa3,c84b4ce210f505946f53aa3c37c3bfa3
Same as Baseline,/careerSavegame[1]/mod[141]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_manTGX18500,,FS25_manTGX18500,FS25_manTGX18500,FS25_manTGX18500,FS25_manTGX18500,FS25_manTGX18500
Same as Baseline,/careerSavegame[1]/mod[141]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[141]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: MAN TGX 18.500 4x2,,MAN TGX 18.500 4x2,MAN TGX 18.500 4x2,MAN TGX 18.500 4x2,MAN TGX 18.500 4x2,MAN TGX 18.500 4x2
Same as Baseline,/careerSavegame[1]/mod[141]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[142],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[142]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 35bf4b022ea310336331b08f029585ce,,35bf4b022ea310336331b08f029585ce,35bf4b022ea310336331b08f029585ce,35bf4b022ea310336331b08f029585ce,35bf4b022ea310336331b08f029585ce,35bf4b022ea310336331b08f029585ce
Same as Baseline,/careerSavegame[1]/mod[142]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_Contracts_Plus,,FS25_Contracts_Plus,FS25_Contracts_Plus,FS25_Contracts_Plus,FS25_Contracts_Plus,FS25_Contracts_Plus
Same as Baseline,/careerSavegame[1]/mod[142]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[142]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Contracts Plus,,Contracts Plus,Contracts Plus,Contracts Plus,Contracts Plus,Contracts Plus
Same as Baseline,/careerSavegame[1]/mod[142]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.3,,1.0.0.3,1.0.0.3,1.0.0.3,1.0.0.3,1.0.0.3
Same as Baseline,/careerSavegame[1]/mod[143],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[143]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 9cb8f28b0ed6b1655f6cb695fc8ddc9c,,9cb8f28b0ed6b1655f6cb695fc8ddc9c,9cb8f28b0ed6b1655f6cb695fc8ddc9c,9cb8f28b0ed6b1655f6cb695fc8ddc9c,9cb8f28b0ed6b1655f6cb695fc8ddc9c,9cb8f28b0ed6b1655f6cb695fc8ddc9c
Same as Baseline,/careerSavegame[1]/mod[143]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_Ivoy_Cereal,,FS25_Ivoy_Cereal,FS25_Ivoy_Cereal,FS25_Ivoy_Cereal,FS25_Ivoy_Cereal,FS25_Ivoy_Cereal
Same as Baseline,/careerSavegame[1]/mod[143]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[143]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Ivoy Cereal,,Ivoy Cereal,Ivoy Cereal,Ivoy Cereal,Ivoy Cereal,Ivoy Cereal
Same as Baseline,/careerSavegame[1]/mod[143]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[144],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[144]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: c147b60cb3ca412d514c56eceffbcf86,,c147b60cb3ca412d514c56eceffbcf86,c147b60cb3ca412d514c56eceffbcf86,c147b60cb3ca412d514c56eceffbcf86,c147b60cb3ca412d514c56eceffbcf86,c147b60cb3ca412d514c56eceffbcf86
Same as Baseline,/careerSavegame[1]/mod[144]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_ManTgs18Series,,FS25_ManTgs18Series,FS25_ManTgs18Series,FS25_ManTgs18Series,FS25_ManTgs18Series,FS25_ManTgs18Series
Same as Baseline,/careerSavegame[1]/mod[144]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[144]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: MAN TGS 18 Series,,MAN TGS 18 Series,MAN TGS 18 Series,MAN TGS 18 Series,MAN TGS 18 Series,MAN TGS 18 Series
Same as Baseline,/careerSavegame[1]/mod[144]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 2.1.0.0,,2.1.0.0,2.1.0.0,2.1.0.0,2.1.0.0,2.1.0.0
Same as Baseline,/careerSavegame[1]/mod[145],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[145]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: f9ea6f465013e7f0aeafa385e8e47127,,f9ea6f465013e7f0aeafa385e8e47127,f9ea6f465013e7f0aeafa385e8e47127,f9ea6f465013e7f0aeafa385e8e47127,f9ea6f465013e7f0aeafa385e8e47127,f9ea6f465013e7f0aeafa385e8e47127
Same as Baseline,/careerSavegame[1]/mod[145]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_animalLimitIncreaser64,,FS25_animalLimitIncreaser64,FS25_animalLimitIncreaser64,FS25_animalLimitIncreaser64,FS25_animalLimitIncreaser64,FS25_animalLimitIncreaser64
Same as Baseline,/careerSavegame[1]/mod[145]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[145]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: More Animal Husbandries Possible (64),,More Animal Husbandries Possible (64),More Animal Husbandries Possible (64),More Animal Husbandries Possible (64),More Animal Husbandries Possible (64),More Animal Husbandries Possible (64)
Same as Baseline,/careerSavegame[1]/mod[145]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[146],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[146]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 30bc8423933980a3696f2cb28068ea92,,30bc8423933980a3696f2cb28068ea92,30bc8423933980a3696f2cb28068ea92,30bc8423933980a3696f2cb28068ea92,30bc8423933980a3696f2cb28068ea92,30bc8423933980a3696f2cb28068ea92
Same as Baseline,/careerSavegame[1]/mod[146]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_CLAAS_Xerion_3000_series,,FS25_CLAAS_Xerion_3000_series,FS25_CLAAS_Xerion_3000_series,FS25_CLAAS_Xerion_3000_series,FS25_CLAAS_Xerion_3000_series,FS25_CLAAS_Xerion_3000_series
Same as Baseline,/careerSavegame[1]/mod[146]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[146]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: CLAAS Xerion 3000 Series,,CLAAS Xerion 3000 Series,CLAAS Xerion 3000 Series,CLAAS Xerion 3000 Series,CLAAS Xerion 3000 Series,CLAAS Xerion 3000 Series
Same as Baseline,/careerSavegame[1]/mod[146]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[147],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[147]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 36bd26c722b4bd1a33749d3e40930a4f,,36bd26c722b4bd1a33749d3e40930a4f,36bd26c722b4bd1a33749d3e40930a4f,36bd26c722b4bd1a33749d3e40930a4f,36bd26c722b4bd1a33749d3e40930a4f,36bd26c722b4bd1a33749d3e40930a4f
Same as Baseline,/careerSavegame[1]/mod[147]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_amazoneD8_30,,FS25_amazoneD8_30,FS25_amazoneD8_30,FS25_amazoneD8_30,FS25_amazoneD8_30,FS25_amazoneD8_30
Same as Baseline,/careerSavegame[1]/mod[147]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[147]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Amazone D8-30,,Amazone D8-30,Amazone D8-30,Amazone D8-30,Amazone D8-30,Amazone D8-30
Same as Baseline,/careerSavegame[1]/mod[147]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.1,,1.0.0.1,1.0.0.1,1.0.0.1,1.0.0.1,1.0.0.1
Same as Baseline,/careerSavegame[1]/mod[148],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[148]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: c3f7cec38033f629a72d4b23ec2cd293,,c3f7cec38033f629a72d4b23ec2cd293,c3f7cec38033f629a72d4b23ec2cd293,c3f7cec38033f629a72d4b23ec2cd293,c3f7cec38033f629a72d4b23ec2cd293,c3f7cec38033f629a72d4b23ec2cd293
Same as Baseline,/careerSavegame[1]/mod[148]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_DT75_IC,,FS25_DT75_IC,FS25_DT75_IC,FS25_DT75_IC,FS25_DT75_IC,FS25_DT75_IC
Same as Baseline,/careerSavegame[1]/mod[148]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[148]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: DT-75 IC,,DT-75 IC,DT-75 IC,DT-75 IC,DT-75 IC,DT-75 IC
Same as Baseline,/careerSavegame[1]/mod[148]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.0.0,,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0,1.0.0.0
Same as Baseline,/careerSavegame[1]/mod[149],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
Same as Baseline,/careerSavegame[1]/mod[149]/@fileHash,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: b52e7a4df7e8a2c371868cf70d643ac9,,b52e7a4df7e8a2c371868cf70d643ac9,b52e7a4df7e8a2c371868cf70d643ac9,b52e7a4df7e8a2c371868cf70d643ac9,b52e7a4df7e8a2c371868cf70d643ac9,b52e7a4df7e8a2c371868cf70d643ac9
Same as Baseline,/careerSavegame[1]/mod[149]/@modName,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: FS25_FarmlandOverview,,FS25_FarmlandOverview,FS25_FarmlandOverview,FS25_FarmlandOverview,FS25_FarmlandOverview,FS25_FarmlandOverview
Same as Baseline,/careerSavegame[1]/mod[149]/@required,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: false,,false,false,false,false,false
Same as Baseline,/careerSavegame[1]/mod[149]/@title,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: Farmland Overview,,Farmland Overview,Farmland Overview,Farmland Overview,Farmland Overview,Farmland Overview
Same as Baseline,/careerSavegame[1]/mod[149]/@version,E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: 1.0.1.0,,1.0.1.0,1.0.1.0,1.0.1.0,1.0.1.0,1.0.1.0
Same as Baseline,/careerSavegame[1]/mod[150],E:/Coding/Spyder Projects/XML-Editor/XMLs/Generated/game_generated 2.xml: <empty>,,<empty>,<empty>,<empty>,<empty>,<empty>
